,name,age,anual_salary,credit_card_number,credit_score,credit_limitation,transaction_status,partial_payment,credit_balance
3358,Cristian Borja,45,2650600,9159594434406120,371,4923885,4799541,0,4799541
3359,Brandon Borrello,41,4334900,3089335702445211,395,6237823,3992806,39929,3952877
3360,Walter Bou,52,3070500,5383182310828110,438,5677438,5104164,511,5103653
3361,Bilal Boutobba,24,1309000,3442573431743990,129,1753033,578670,5787,572883
3362,Dedryck Boyata,27,727200,4792442982647529,69,846924,551793,5518,546275
3363,Domagoj Bradarić,29,3069800,4539201709661906,282,4243506,4039233,4039233,0
3364,Pedro Rebocho,51,1542000,8677854437441888,309,3498959,2996328,29964,2966364
3365,Chumi,54,4267300,3291742276526516,480,7108509,3448446,0,3448446
3366,Mattijs Branderhorst,35,3759500,8859780443635202,406,6026863,2799035,279904,2519131
3367,Fabian Bredlow,51,3250200,8454080228971751,411,5997839,1601018,16011,1585007
3368,James Bree,63,1448400,7818182245473694,342,3629459,833708,0,833708
3369,Norberto Briasco,35,2848600,4520896824757090,272,4160111,4091455,0,4091455
3370,Dylan Bronn,33,4151000,3820107609702948,419,6646540,3670964,367097,3303867
3371,Brugui,47,681000,3858943011712663,220,2080282,540228,541,539687
3372,John Buckley,60,2612500,4055969940924828,396,4812077,281094,282,280812
3373,Julio Buffarini,57,3431500,3469932462124541,525,6609429,3640098,364010,3276088
3374,Ezequiel Bullaude,38,3941600,4664704306462679,444,6246847,141889,1419,140470
3375,Fabijan Buntić,31,2767200,3070713924016147,315,4852749,1487551,148756,1338795
3376,Cristian Buonaiuto,22,4086200,9503563898495991,338,6024943,4563647,0,4563647
3377,Jack Butland,57,2610200,8262210248429491,432,4917997,2424560,24246,2400314
3378,Brandon Bye,63,2684800,4749710928208752,499,6431612,3200966,3200966,0
3379,Jamie Bynoe-Gittens,27,1137400,5467994819699776,141,1718718,971795,972,970823
3380,Sam Byram,37,2509500,7828846923805634,267,3991996,3073818,30739,3043079
3381,Ben Cabango,38,4564400,5869804884731108,495,7511249,6335387,633539,5701848
3382,Liberato Cacace,38,3302300,6634924520652167,350,4789964,4738404,4738404,0
3383,Martín Cáceres,50,4880900,8373523086006337,536,8698050,2770824,278,2770546
3384,Jhonder Cádiz,63,2905200,4782119427198996,432,6078674,5676271,56763,5619508
3385,Riccardo Calafiori,26,1917000,3882924730203684,190,2791033,474014,47402,426612
3386,Horacio Calcaterra,26,1439200,4185926294492931,140,1976071,844893,0,844893
3387,Francisco Calvo,49,4295600,9839305301719594,502,7198903,4712598,0,4712598
3388,Camarasa,66,3398500,4547231275167375,566,7035702,1984169,19842,1964327
3389,Martín Campaña,48,1763800,3521045318002494,302,3569016,3031713,0,3031713
3390,Fali Candé,30,3768400,6490931891396070,376,6032664,5332513,534,5331979
3391,Cantero,23,3566300,3104615165474194,282,4991570,1009692,100970,908722
3392,Cao Yunding,22,2026300,5821822533986921,146,2424841,771130,771130,0
3393,Pierrick Capelle,28,3873300,4462012153375536,372,6228407,1518488,151849,1366639
3394,Marc Cardona,51,3049200,4432358399936713,462,6069726,2604137,0,2604137
3395,Óscar Cardozo,24,3067600,4548993249288023,273,4607732,403890,404,403486
3396,Patrik Carlgren,33,1510500,6506854158073017,177,2354231,246114,2462,243652
3397,Federico Carrizo,47,2798100,9607116174489466,365,4972645,4371065,438,4370627
3398,Tiago Santos,57,2652000,9616111362579532,411,5404017,4789758,4790,4784968
3399,Giuseppe Caso,41,1402300,4843323885133916,225,2552822,2108392,211,2108181
3400,Fabián Castillo,30,2521500,9114030782636977,259,4183150,1607143,16072,1591071
3401,Harlen Castillo,67,433700,7234810608912609,294,2374840,2335923,0,2335923
3402,Nicolás Eduardo Castro,45,1579400,5775496866373675,240,2892994,276829,2769,274060
3403,Gonzalo Castro,56,4326500,7243239374910291,552,7415843,5011312,501132,4510180
3404,Pietro Ceccaroni,31,3406900,8105747873564100,358,5584782,5274071,52741,5221330
3405,Nathaniel Chalobah,45,4547100,8198109969706358,525,7850000,613599,613599,0
3406,Muhammed Cham,41,3513600,6376102094510409,367,5718417,4023961,4024,4019937
3407,Conor Chaplin,33,4973200,5621921791769243,467,6998834,1622914,162292,1460622
3408,Pep Chavarría,31,4274900,8420614406113622,392,6468077,6293652,6294,6287358
3409,Lucas Cháves,54,4046200,8705527672044850,451,6472575,4886053,48861,4837192
3410,Ignacio Chicco,37,1712100,6378368154085202,204,2887969,2386893,238690,2148203
3411,Vlad Chiricheș,59,863900,5673263540071776,328,2773401,1903640,0,1903640
3412,Tahith Chong,70,3711600,7548610812063359,596,7727046,6535049,6536,6528513
3413,Cyrus Christie,53,3761000,6639607408706131,486,6339273,4941895,4941895,0
3414,Mojmír Chytil,33,4717600,4557878833139768,409,6589466,2462303,0,2462303
3415,Gojko Cimirot,46,2760600,4127722350712815,339,4734938,569391,569391,0
3416,Jordan Clark,66,2719000,9648470528226807,466,5591377,3768522,377,3768145
3417,Zander Clark,53,2113000,6654594618053508,352,4253639,3430448,344,3430104
3418,Matt Clarke,51,446000,3611436582635416,233,1777058,943077,943077,0
3419,Jonson Clarke-Harris,58,1489400,9792378383831568,314,3343897,843150,8432,834718
3420,Matías Cóccaro,24,4055800,5600293053502304,301,5606890,2192061,220,2191841
3421,Alex Cochrane,55,3403200,9975939702088411,447,6104955,2475532,247554,2227978
3422,Marcus Coco,49,3148700,8402111123665158,395,5432707,2924829,29249,2895580
3423,Vitinho,56,4013200,5181410288430530,506,6959768,3389995,33900,3356095
3424,Timothé Cognat,53,4392300,4686057019294986,585,8084401,6393395,0,6393395
3425,Michele Collocolo,24,3937300,7292449427340959,294,5668877,388155,0,388155
3426,Jairo Concha,51,1770100,8447471887564426,337,3604818,2794088,0,2794088
3427,Cheick Conde,61,2614800,3631375946755994,415,5017101,3947074,395,3946679
3428,Michael Cooper,63,1435500,7732789387913183,385,3735904,3613841,0,3613841
3429,Diego Coppola,69,1023700,5824322254264516,378,3339583,2038820,20389,2018431
3430,Córdoba,44,4715100,9226688594481343,498,7823080,1302273,1303,1300970
3431,Claudio Corvalán,52,2449600,8350704654651240,375,4735628,458222,459,457763
3432,Marquinhos,60,1376500,8274559309810959,374,3759820,3755560,376,3755184
3433,Sebastián Cristóforo,26,1360700,4356596176271946,144,1911305,260568,26057,234511
3434,Enzo Crivelli,31,4769700,5520656215830058,429,7474276,6552956,6552956,0
3435,Matt Crooks,68,1772400,3276898596196773,417,4736028,3250809,0,3250809
3436,Michaël Cuisance,55,3913900,7562469356259988,519,6977066,4364266,4364266,0
3437,Antônio Carlos,34,4337000,3686471675105161,409,7048204,3009121,300913,2708208
3438,Nuno da Costa,62,4448300,7879530619423304,601,7883790,7223328,722333,6500995
3439,Lucas Da Cunha,58,820300,9372508355640037,280,2691680,2194773,0,2194773
3440,Rafael Silva,64,4416800,6534272212828969,608,8097215,1439264,1440,1437824
3441,Vitinho,61,4443500,3394318851864433,604,7602494,2825610,2826,2822784
3442,Willyan,55,4177400,3103368923799521,539,7688543,4183040,4183040,0
3443,Henrik Dalsgaard,70,2720800,7929754747311227,507,6128126,5976051,59761,5916290
3444,Toni Datković,28,4579600,4256995812537167,369,7008413,502793,0,502793
3445,Keinan Davis,48,3926800,6930306488774582,436,6689135,4694734,4694734,0
3446,Zeca,32,4697900,4052090703146352,422,7019347,5932251,0,5932251
3447,Konrad de la Fuente,28,737600,8366701165154925,82,994458,289615,0,289615
3448,Miguel,40,3235100,3642645288268694,407,5661602,5386565,53866,5332699
3449,Paulino,62,643500,4449719461997837,247,2032008,750280,751,749529
3450,Artur,59,591700,4471991877275605,277,2176334,1448681,145,1448536
3451,Matías de los Santos,39,3690100,8844191887341669,386,5909428,4775289,477529,4297760
3452,Anselmo,65,1901900,8181107148877801,390,4553869,352674,3527,349147
3453,Casper De Norre,29,3675000,3958856256207437,386,5953673,1704381,171,1704210
3454,Fernando De Paul,23,2382200,9865431881529388,216,3695946,2130522,21306,2109216
3455,Tiago Esgaio,46,3120700,5399164063404325,328,5171278,2542135,2542135,0
3456,Marcos André,26,3056500,4226221058445249,275,4340938,3023354,302336,2721018
3457,Zeno Debast,28,2549600,3816219968805268,253,3787550,1845434,1846,1843588
3458,Harrison Delbridge,41,806400,6478547838377289,219,2181268,585782,0,585782
3459,Jessy Deminguet,34,3021300,5287145420279729,287,4259307,1361817,136182,1225635
3460,Cameron Devlin,38,4469000,9444646034308950,476,7372250,5344990,0,5344990
3461,Francesco Di Mariano,39,3662300,4701387942970583,415,5816804,1623244,163,1623081
3462,Cassiano,43,4224100,9887740731134520,511,6999879,2406300,2407,2403893
3463,Davide Diaw,41,1254800,8090694369812300,188,2403255,1040751,1041,1039710
3464,Thomas Didillon,70,3268100,4438672785957394,507,6526094,2340822,23409,2317413
3465,Seny Dieng,59,3639700,9103002442347723,511,7200764,231545,23155,208390
3466,Daryl Dike,41,524600,6551667294286477,135,1137210,330423,0,330423
3467,Papy Djilobodji,69,4029800,7048615881137257,654,8028878,2160561,2161,2158400
3468,Álex Domínguez,32,1843800,5057446936134881,236,3011990,1123322,11234,1112088
3469,Aron Dønnum,64,4948800,8990201945183273,677,9613950,7029421,7030,7022391
3470,Iago,41,1647700,3534341317085196,265,3072792,1130673,113068,1017605
3471,Alberto Dossena,67,1253700,6921152757439215,409,4202038,1105435,1105435,0
3472,Désiré Doué,31,3807100,4815992229980208,321,5307534,510258,5103,505155
3473,Flynn Downes,48,4937800,9886422945299682,543,8158096,7832112,784,7831328
3474,Callum Doyle,28,3483300,3387493637788449,302,5109532,3736390,0,3736390
3475,Rade Dugalić,59,2689400,5449190909394961,401,5111211,1355701,1355701,0
3476,Milan Đurić,40,1213200,7297370049531072,228,2523314,2080134,20802,2059332
3477,Enzo Ebosse,33,3826000,4871267035901192,372,5768407,2834846,0,2834846
3478,Kingsley Ehizibue,56,1761300,5048769709896954,298,3555030,1499632,1500,1498132
3479,Bilal El Khannouss,34,4739300,6054421211276570,494,7648163,4479326,0,4479326
3480,Josip Elez,61,3692800,5461897304325487,532,6664556,3329270,3329270,0
3481,Elgezabal,31,4365900,7406474671457050,401,5919566,4037243,4038,4033205
3482,Sergi Enrich,66,1379700,3349189064038391,333,3530735,1651406,16515,1634891
3483,Ramiro Enrique,36,4607000,4613248574103279,476,7506515,3790492,379050,3411442
3484,Magnus Eriksson,42,749500,4320081527894082,154,1541655,228619,0,228619
3485,Emeka Friday Eze,35,1346100,3861862657317644,162,2144852,1454614,145462,1309152
3486,César Falletti,25,3687800,9515230796928669,310,4899906,2335230,0,2335230
3487,Federico Fazio,30,1115400,4795584574844296,154,1751306,650011,651,649360
3488,Raúl Fernández,30,1154900,5201785891728500,148,1911761,1355679,135568,1220111
3489,Sofiane Feghouli,30,3312900,7377047693496539,291,4848173,1606417,1606417,0
3490,Gerso,64,2792100,6110373384951037,443,5249230,4597010,0,4597010
3491,Bernardo,46,3039700,6921953211698399,403,5229024,2277497,22775,2254722
3492,Paolo Fernandes,31,4683900,4050459805371848,448,6698593,2309464,231,2309233
3493,Wesley,57,2894600,3212341195914574,414,5426280,3330131,3330131,0
3494,Facundo Ferreyra,36,4121300,9477762744980120,411,6511655,933622,933622,0
3495,Sam Field,29,2426800,9214332272240926,239,3950901,1901752,1902,1899850
3496,Kilian Fischer,64,3490100,5238400062586135,584,7326206,2180396,21804,2158592
3497,John Fleck,56,4891500,4750955592044399,627,9281929,8923004,893,8922111
3498,Jonas Föhrenbach,51,3945400,9431303171082279,559,7559336,1615385,1615385,0
3499,Lamine Fomba,37,3782800,8311823172820823,384,6348539,245217,2453,242764
3500,Martin Fraisl,39,3751000,6073459447596826,360,5599444,2555949,0,2555949
3501,Bartol Franjić,70,2254100,8489726709891651,504,5654271,3742753,0,3742753
3502,Fabian Frei,27,1653400,6293322008786479,149,2297980,1076247,1077,1075170
3503,César Fuentes,56,886100,5571641750179945,273,2570243,1020355,10204,1010151
3504,Jay Fulton,37,3686300,4639822052490102,340,5959542,4954531,4955,4949576
3505,Darnell Furlong,43,3508500,9444001200344847,366,5617564,342744,3428,339316
3506,Gianluca Gaetano,41,3387000,5513241621643220,398,5757714,1027722,1028,1026694
3507,Konstantinos Galanopoulos,28,3858200,9704822399164753,378,5767375,1083103,108311,974792
3508,Antonino Gallo,62,582300,3550981529883238,271,2196280,1003521,10036,993485
3509,Santiago García,33,944600,7474842105962037,132,1468095,1465706,147,1465559
3510,Nicolas Gavory,31,2138500,5367318435374590,222,3062336,585308,58531,526777
3511,Joe Gelhardt,30,2325600,5739597145215462,257,3763816,1508958,151,1508807
3512,Agustín Giay,36,3381200,5444327415679061,375,5616761,4582559,458256,4124303
3513,Daniel Giraldo,46,4666300,9102052564878880,496,7237266,2877427,2878,2874549
3514,Aníbal Godoy,40,2936800,4499140840368879,347,4809231,304887,0,304887
3515,Thomas Goiginger,23,1926600,7164283927096539,174,2781843,1498936,149894,1349042
3516,Edoardo Goldaniga,68,4288200,9166219685562724,620,8350620,7836194,7837,7828357
3517,Alfred Gomis,44,4468700,7822513485185245,467,6702314,3020975,302098,2718877
3518,Pedro Malheiro,69,3345300,8469809098539751,568,6936229,1239074,12391,1226683
3519,Jérôme Gondorf,34,1541300,8095016521606523,181,2361413,397198,0,397198
3520,Luciano Gondou,59,4602900,6313231091371016,606,7985480,3842325,0,3842325
3521,Luis González,58,3827300,5242035730630097,491,6663617,5328845,0,5328845
3522,Giovanni González,47,3503800,5275434002924798,415,6302380,3387576,338758,3048818
3523,Quique,36,4273300,8466459549224931,380,6405646,586577,0,586577
3524,Jay Gorter,70,3535100,3290163493781079,560,7026448,5038362,0,5038362
3525,Gabriel Graciani,65,3099600,4802143474737593,471,5611186,1843852,185,1843667
3526,José Gragera,53,4099500,3591177220569782,544,7284455,2060386,206039,1854347
3527,Karlan Grant,27,1513600,7229947327216142,177,2350660,1129871,113,1129758
3528,Jacob Greaves,61,4620100,3992313676364029,550,7999386,2338633,234,2338399
3529,Dominik Greif,54,704900,4797176649002938,252,2312755,1066361,0,1066361
3530,Albert Grønbæk,48,2779600,7762142196757371,389,4908123,2155130,0,2155130
3531,Ilia Gruev,22,2310600,3716766830830046,191,3262196,408638,0,408638
3532,Robert Gumny,52,3174700,6710035936827700,441,5466061,1225455,123,1225332
3533,Felipe Gutiérrez,58,3368500,8089614284524852,452,6353063,2004424,200443,1803981
3534,Raúl Guti,34,3360300,6794725579179283,310,4862501,1585796,159,1585637
3535,Nicolas Haas,28,2494400,7198203477183693,262,3612696,3401929,0,3401929
3536,Dennis Hadžikadunić,60,4564400,6437129396958886,521,7631636,5325894,532590,4793304
3537,Nikita Haikin,66,2591200,8650415273447276,439,5699908,1072776,10728,1062048
3538,Craig Halkett,35,4292200,6879304754043045,415,7039435,2456904,24570,2432334
3539,Han Kook Young,38,4276300,5398035111306529,433,6630273,6158967,0,6158967
3540,Andreas Hansen,24,849400,4497147464156292,83,1083144,65213,0,65213
3541,Jesper Hansen,49,2729100,4212438909594589,386,5075335,2372902,0,2372902
3542,Jens Petter Hauge,28,1277300,5170984279114182,150,1950834,1584343,0,1584343
3543,Isaac Hayden,64,1932600,3924769103953009,424,4268224,3118919,3118919,0
3544,Dominique Heintz,43,592700,9367845041818156,175,1645664,1371003,1371003,0
3545,Michał Helik,45,3337200,8245799572367873,404,5644508,4737587,4738,4732849
3546,Markus Henriksen,58,4828400,7917067924482664,660,8928840,2569519,256952,2312567
3547,Valentin Henry,38,4817200,6302684575708348,474,7334472,2870258,0,2870258
3548,Onel Hernández,47,2901600,5418637588602568,374,5348118,578664,578664,0
3549,Edwin Herrera,40,726400,8437697521085714,187,1774053,1189475,1190,1188285
3550,Patrick Herrmann,58,4866900,7428244302571581,623,9122419,3111371,3111371,0
3551,Fredy Hinestroza,34,1580800,4860822181971223,214,2682180,474370,0,474370
3552,Andrew Hjulsager,64,3031600,8642571151439481,491,6194675,2044246,2044246,0
3553,André Hoffmann,26,406700,9014645194163638,67,567970,249696,250,249446
3554,Alejandro Hohberg,23,823200,4403673417662173,49,798739,469255,0,469255
3555,Ryan Hollingshead,29,2569100,3373518593588781,243,3653530,1875027,18751,1856276
3556,Sebastian Holmén,53,3209300,4265142882922282,470,6305343,2419038,24191,2394847
3557,Lewis Holtby,63,2665700,6737821285425884,473,5421349,2213332,0,2213332
3558,Hong Jeong Ho,49,934400,9227020688062948,217,2253997,712255,713,711542
3559,Martin Hongla,27,2604600,9142716847593890,261,3744861,3097817,30979,3066838
3560,Tomi Horvat,55,399100,8488176482518749,270,2094733,1085743,109,1085634
3561,Sascha Horvath,69,731000,5696311242951184,314,2768956,1152279,1152279,0
3562,Cédric Hountondji,64,877100,9217948878787112,308,2878030,1168663,116867,1051796
3563,Michael Hoyos,52,2871500,4943380938196212,365,4995589,1670303,16704,1653599
3564,Ajdin Hrustić,47,2845700,4273208655042533,410,5277459,3537264,0,3537264
3565,Shaun Hutchinson,54,3575400,6898946574826693,438,5696006,5128137,5128137,0
3566,Jannik Huth,58,4806300,5374229240837472,523,8068785,4386008,0,4386008
3567,Rareș Ilie,56,2250100,4067163061429934,419,4573504,1327906,0,1327906
3568,Samuel Iling-Junior,46,3822600,5396064286256954,479,6989265,1542668,154267,1388401
3569,Bonke Innocent,48,1402700,7578641136210874,223,2696679,1989878,1990,1987888
3570,Fotis Ioannidis,30,4917900,6325922208877644,434,7378222,894550,8946,885604
3571,Franco Israel,42,3051700,8202100380230160,372,4986459,2173784,217379,1956405
3572,Jairo,62,3272700,6562398843155407,527,6625344,2862155,287,2861868
3573,Mato Jajalo,44,3493000,4440979714347353,370,5734326,358764,359,358405
3574,Tony Jantschke,32,955600,6205928951246219,116,1334183,810906,81091,729815
3575,Ardon Jashari,27,3574100,7589744937443135,364,5204260,2830178,28302,2801876
3576,Bakery Jatta,68,4100800,9177477852228868,548,6933464,2397434,23975,2373459
3577,Elias Jelert,39,4609300,3486834698172724,454,7438280,2992923,300,2992623
3578,Fredrik Jensen,65,4146800,5010740150547448,582,7267949,513214,513214,0
3579,Jeong Seung Hyun,49,901800,4403900485041734,200,1984930,1783260,0,1783260
3580,Jeong Tae Wook,57,4496700,7130269805743754,548,7763902,4709089,4710,4704379
3581,Alexander Jeremejeff,69,2240700,7249179760841007,419,4746783,563611,56362,507249
3582,Viktor Johansson,26,4996000,6750450173641022,390,6886309,657410,657410,0
3583,Marco John,28,3997200,3064714893208254,356,5487179,3194875,3195,3191680
3584,Lasse Berg Johnsen,67,1743100,7332686657068549,435,4730300,4673205,46733,4626472
3585,Erik,50,4285300,5451339427390414,500,7591454,7467223,0,7467223
3586,Sebastian Jørgensen,37,3450300,8319880711171287,412,6073240,1260084,0,1260084
3587,Dejan Joveljić,43,4211000,9949200105763584,495,6928424,5595751,559576,5036175
